ID_Venta,Fecha,Producto,Categoria,Canal,Precio_Venta,Costo_Repo,Comision_Plat,Costo_Envio
103,2026-01-28 04:00:00,Proteína Whey 1kg,Proteínas,Instagram/Directo,36810.55,25000,0.0,3500
104,2026-04-17 04:00:00,Shaker Pro,Accesorios,ML_Clasico,4923.44,3500,738.52,0
105,2026-01-09 13:00:00,Creatina Monohidrato 500g,Creatinas,ML_Clasico,37602.12,26000,5640.32,3500
106,2026-01-26 09:00:00,Proteína Whey 1kg,Proteínas,ML_Clasico,36218.1,25000,5432.71,3500
107,2026-02-24 19:00:00,Glutamina 300g,Suplementos,ML_Premium,20461.05,14000,6138.32,0
108,2026-04-15 19:00:00,Shaker Pro,Accesorios,Instagram/Directo,4913.05,3500,0.0,0
109,2026-03-06 14:00:00,Proteína Whey 1kg,Proteínas,ML_Clasico,34314.88,25000,5147.23,3500
110,2026-01-11 16:00:00,Aminoácidos BCAA 200g,Suplementos,Instagram/Directo,17711.97,12000,0.0,0
111,2026-02-16 08:00:00,Creatina Monohidrato 300g,Creatinas,ML_Premium,25908.6,18000,7772.58,0
112,2026-03-06 02:00:00,Pre-Entreno Explosive,Suplementos,ML_Premium,22119.21,15000,6635.76,0
113,2026-04-03 04:00:00,Cinto de Cuero Gym,Accesorios,Instagram/Directo,20951.25,15000,0.0,0
114,2026-04-02 07:00:00,Creatina Monohidrato 300g,Creatinas,Instagram/Directo,26239.61,18000,0.0,0
115,2026-01-04 20:00:00,Pre-Entreno Explosive,Suplementos,Instagram/Directo,22396.64,15000,0.0,0
116,2026-04-23 15:00:00,Proteína Isolate 1kg,Proteínas,ML_Clasico,47794.78,32000,7169.22,3500
118,2026-04-21 02:00:00,Creatina Micronizada 300g,Creatinas,ML_Premium,29167.91,21000,8750.37,0
119,2026-02-02 05:00:00,Pre-Entreno Explosive,Suplementos,ML_Premium,21638.58,15000,6491.57,0
120,2026-01-28 04:00:00,Shaker Pro,Accesorios,ML_Clasico,4785.66,3500,717.85,0
121,2026-03-30 14:00:00,Creatina Monohidrato 300g,Creatinas,ML_Premium,24755.24,18000,7426.57,0
122,2026-03-29 10:00:00,Glutamina 300g,Suplementos,ML_Clasico,18971.29,14000,2845.69,0
123,2026-04-01 14:00:00,Shaker Pro,Accesorios,ML_Premium,5050.01,3500,1515.0,0
124,2026-02-23 06:00:00,Straps de Agarre,Accesorios,ML_Premium,6310.71,4500,1893.21,0
125,2026-03-31 20:00:00,Shaker Pro,Accesorios,Instagram/Directo,5213.28,3500,0.0,0
126,2026-04-28 00:00:00,Cinto de Cuero Gym,Accesorios,Instagram/Directo,20651.86,15000,0.0,0
127,2026-02-21 16:00:00,Creatina Monohidrato 300g,Creatinas,ML_Clasico,26601.07,18000,3990.16,0
129,2026-02-07 08:00:00,Aminoácidos BCAA 200g,Suplementos,Instagram/Directo,17885.04,12000,0.0,0
130,2026-04-21 03:00:00,Proteína Vegana 900g,Proteínas,Instagram/Directo,40946.13,28000,0.0,3500
131,2026-02-04 15:00:00,Creatina Micronizada 300g,Creatinas,ML_Premium,29919.42,21000,8975.82,0
132,2026-03-27 20:00:00,Proteína Whey 1kg,Proteínas,ML_Clasico,34675.76,25000,5201.36,3500
133,2026-02-18 21:00:00,Aminoácidos BCAA 200g,Suplementos,Instagram/Directo,16686.67,12000,0.0,0
134,2026-02-14 04:00:00,Creatina Micronizada 300g,Creatinas,Instagram/Directo,31473.35,21000,0.0,3500
135,2026-04-23 05:00:00,Creatina Monohidrato 500g,Creatinas,ML_Clasico,37031.54,26000,5554.73,3500
136,2026-02-07 19:00:00,Straps de Agarre,Accesorios,ML_Clasico,6441.13,4500,966.17,0
137,2026-04-18 07:00:00,Cinto de Cuero Gym,Accesorios,Instagram/Directo,20881.85,15000,0.0,0
138,2026-04-21 19:00:00,Straps de Agarre,Accesorios,ML_Clasico,6697.61,4500,1004.64,0
139,2026-03-22 01:00:00,Creatina Micronizada 300g,Creatinas,Instagram/Directo,30364.14,21000,0.0,3500
140,2026-04-07 02:00:00,Aminoácidos BCAA 200g,Suplementos,Instagram/Directo,16473.01,12000,0.0,0
143,2026-03-17 16:00:00,Straps de Agarre,Accesorios,ML_Premium,6497.12,4500,1949.14,0
144,2026-03-05 06:00:00,Creatina Monohidrato 500g,Creatinas,Instagram/Directo,35867.82,26000,0.0,3500
145,2026-04-24 22:00:00,Straps de Agarre,Accesorios,Instagram/Directo,6198.41,4500,0.0,0
146,2026-03-30 19:00:00,Straps de Agarre,Accesorios,ML_Clasico,6395.11,4500,959.27,0
147,2026-02-06 06:00:00,Creatina Monohidrato 500g,Creatinas,Instagram/Directo,36469.38,26000,0.0,3500
148,2026-03-16 09:00:00,Proteína Whey 1kg,Proteínas,ML_Clasico,34175.91,25000,5126.39,3500
149,2026-03-26 18:00:00,Creatina Monohidrato 500g,Creatinas,ML_Clasico,36189.7,26000,5428.45,3500
150,2026-01-11 10:00:00,Pre-Entreno Explosive,Suplementos,Instagram/Directo,21577.69,15000,0.0,0
151,2026-02-12 15:00:00,Creatina Monohidrato 300g,Creatinas,ML_Premium,25922.59,18000,7776.78,0
152,2026-02-14 06:00:00,Creatina Monohidrato 300g,Creatinas,Instagram/Directo,25932.14,18000,0.0,0
153,2026-01-06 07:00:00,Straps de Agarre,Accesorios,Instagram/Directo,6678.94,4500,0.0,0
154,2026-03-01 10:00:00,Proteína Vegana 900g,Proteínas,ML_Premium,38345.0,28000,11503.5,3500
156,2026-04-03 07:00:00,Shaker Pro,Accesorios,ML_Clasico,5086.4,3500,762.96,0
157,2026-02-03 01:00:00,Proteína Vegana 900g,Proteínas,ML_Clasico,37805.25,28000,5670.79,3500
158,2026-02-04 17:00:00,Cinto de Cuero Gym,Accesorios,Instagram/Directo,20819.8,15000,0.0,0
159,2026-01-23 17:00:00,Pre-Entreno Explosive,Suplementos,ML_Premium,21124.24,15000,6337.27,0
160,2026-02-26 07:00:00,Proteína Vegana 900g,Proteínas,Instagram/Directo,39935.73,28000,0.0,3500
161,2026-01-22 06:00:00,Aminoácidos BCAA 200g,Suplementos,Instagram/Directo,17299.53,12000,0.0,0
162,2026-02-16 09:00:00,Creatina Micronizada 300g,Creatinas,ML_Premium,29539.99,21000,8862.0,0
163,2026-01-02 11:00:00,Straps de Agarre,Accesorios,ML_Clasico,6295.82,4500,944.37,0
164,2026-03-17 09:00:00,Creatina Monohidrato 300g,Creatinas,ML_Premium,25733.36,18000,7720.01,0
165,2026-02-22 18:00:00,Proteína Vegana 900g,Proteínas,Instagram/Directo,41481.13,28000,0.0,3500
166,2026-04-08 14:00:00,Straps de Agarre,Accesorios,ML_Clasico,6151.47,4500,922.72,0
168,2026-04-11 01:00:00,Straps de Agarre,Accesorios,ML_Clasico,6289.57,4500,943.44,0
169,2026-04-30 09:00:00,Aminoácidos BCAA 200g,Suplementos,ML_Clasico,16913.75,12000,2537.06,0
170,2026-01-01 05:00:00,Creatina Micronizada 300g,Creatinas,ML_Clasico,30537.05,21000,4580.56,3500
171,2026-01-15 09:00:00,Aminoácidos BCAA 200g,Suplementos,Instagram/Directo,17075.08,12000,0.0,0
172,2026-03-29 09:00:00,Proteína Vegana 900g,Proteínas,ML_Clasico,38365.96,28000,5754.89,3500
173,2026-03-27 08:00:00,Shaker Pro,Accesorios,ML_Premium,5057.44,3500,1517.23,0
174,2026-03-15 10:00:00,Creatina Monohidrato 500g,Creatinas,ML_Clasico,38349.88,26000,5752.48,3500
175,2026-04-17 10:00:00,Shaker Pro,Accesorios,ML_Premium,5049.97,3500,1514.99,0
176,2026-04-25 10:00:00,Creatina Monohidrato 300g,Creatinas,ML_Clasico,26179.62,18000,3926.94,0
178,2026-02-16 08:00:00,Glutamina 300g,Suplementos,Instagram/Directo,20635.37,14000,0.0,0
179,2026-03-29 15:00:00,Shaker Pro,Accesorios,Instagram/Directo,4907.66,3500,0.0,0
181,2026-02-18 03:00:00,Creatina Micronizada 300g,Creatinas,ML_Clasico,30330.93,21000,4549.64,3500
182,2026-01-02 01:00:00,Proteína Whey 1kg,Proteínas,ML_Clasico,33798.63,25000,5069.79,3500
183,2026-02-19 20:00:00,Pre-Entreno Explosive,Suplementos,ML_Clasico,21077.11,15000,3161.57,0
184,2026-04-12 04:00:00,Pre-Entreno Explosive,Suplementos,ML_Clasico,21993.66,15000,3299.05,0
186,2026-01-02 11:00:00,Pre-Entreno Explosive,Suplementos,ML_Premium,22281.87,15000,6684.56,0
187,2026-04-17 07:00:00,Proteína Vegana 900g,Proteínas,ML_Premium,41443.19,28000,12432.96,3500
188,2026-03-02 21:00:00,Creatina Monohidrato 300g,Creatinas,ML_Clasico,25074.25,18000,3761.14,0
189,2026-01-20 14:00:00,Creatina Micronizada 300g,Creatinas,ML_Clasico,30564.62,21000,4584.69,3500
190,2026-02-04 22:00:00,Straps de Agarre,Accesorios,ML_Clasico,6146.45,4500,921.97,0
191,2026-01-11 03:00:00,Glutamina 300g,Suplementos,Instagram/Directo,19871.83,14000,0.0,0
192,2026-03-20 12:00:00,Proteína Isolate 1kg,Proteínas,ML_Premium,43522.27,32000,13056.68,3500
193,2026-01-05 02:00:00,Pre-Entreno Explosive,Suplementos,ML_Premium,20924.23,15000,6277.27,0
194,2026-02-21 00:00:00,Creatina Monohidrato 300g,Creatinas,ML_Clasico,24386.28,18000,3657.94,0
195,2026-01-23 12:00:00,Pre-Entreno Explosive,Suplementos,ML_Premium,20925.63,15000,6277.69,0
196,2026-04-29 01:00:00,Creatina Monohidrato 500g,Creatinas,Instagram/Directo,36144.02,26000,0.0,3500
197,2026-02-20 02:00:00,Creatina Micronizada 300g,Creatinas,ML_Premium,29725.81,21000,8917.74,0
198,2026-02-23 02:00:00,Glutamina 300g,Suplementos,ML_Premium,20474.43,14000,6142.33,0
199,2026-03-02 13:00:00,Creatina Micronizada 300g,Creatinas,ML_Clasico,29634.18,21000,4445.13,0
200,2026-03-23 10:00:00,Pre-Entreno Explosive,Suplementos,Instagram/Directo,22229.7,15000,0.0,0
201,2026-04-13 14:00:00,Aminoácidos BCAA 200g,Suplementos,ML_Premium,17997.1,12000,5399.13,0
202,2026-03-24 22:00:00,Proteína Whey 1kg,Proteínas,ML_Premium,35142.94,25000,10542.88,3500
203,2026-04-04 07:00:00,Aminoácidos BCAA 200g,Suplementos,Instagram/Directo,17265.53,12000,0.0,0
204,2026-04-26 20:00:00,Creatina Micronizada 300g,Creatinas,ML_Clasico,30935.08,21000,4640.26,3500
205,2026-03-29 07:00:00,Creatina Micronizada 300g,Creatinas,ML_Premium,30739.23,21000,9221.77,3500
206,2026-02-09 09:00:00,Shaker Pro,Accesorios,ML_Premium,5012.13,3500,1503.64,0
207,2026-04-17 12:00:00,Proteína Isolate 1kg,Proteínas,Instagram/Directo,46237.4,32000,0.0,3500
208,2026-01-23 13:00:00,Straps de Agarre,Accesorios,ML_Clasico,6336.2,4500,950.43,0
209,2026-02-26 15:00:00,Straps de Agarre,Accesorios,ML_Premium,6367.1,4500,1910.13,0
210,2026-02-01 09:00:00,Glutamina 300g,Suplementos,ML_Premium,19329.71,14000,5798.91,0
211,2026-04-18 16:00:00,Cinto de Cuero Gym,Accesorios,Instagram/Directo,21636.4,15000,0.0,0
212,2026-02-11 01:00:00,Cinto de Cuero Gym,Accesorios,Instagram/Directo,22167.96,15000,0.0,0
213,2026-02-10 18:00:00,Straps de Agarre,Accesorios,ML_Clasico,6202.36,4500,930.35,0
214,2026-02-11 07:00:00,Creatina Micronizada 300g,Creatinas,ML_Premium,28794.9,21000,8638.47,0
215,2026-04-29 10:00:00,Glutamina 300g,Suplementos,ML_Clasico,19599.81,14000,2939.97,0
216,2026-02-12 23:00:00,Aminoácidos BCAA 200g,Suplementos,ML_Clasico,16379.91,12000,2456.99,0
217,2026-04-07 22:00:00,Glutamina 300g,Suplementos,ML_Premium,20486.47,14000,6145.94,0
218,2026-04-20 15:00:00,Glutamina 300g,Suplementos,Instagram/Directo,19128.76,14000,0.0,0
219,2026-04-13 09:00:00,Proteína Vegana 900g,Proteínas,Instagram/Directo,40495.53,28000,0.0,3500
220,2026-01-26 04:00:00,Proteína Vegana 900g,Proteínas,ML_Premium,39753.54,28000,11926.06,3500
221,2026-03-30 07:00:00,Straps de Agarre,Accesorios,ML_Premium,6573.8,4500,1972.14,0
222,2026-01-21 09:00:00,Cinto de Cuero Gym,Accesorios,ML_Clasico,20758.89,15000,3113.83,0
223,2026-03-13 19:00:00,Proteína Whey 1kg,Proteínas,ML_Clasico,33798.99,25000,5069.85,3500
224,2026-02-05 08:00:00,Aminoácidos BCAA 200g,Suplementos,ML_Premium,17495.93,12000,5248.78,0
225,2026-03-15 09:00:00,Creatina Micronizada 300g,Creatinas,ML_Clasico,28950.38,21000,4342.56,0
226,2026-04-09 04:00:00,Shaker Pro,Accesorios,ML_Premium,4856.13,3500,1456.84,0
227,2026-01-19 07:00:00,Pre-Entreno Explosive,Suplementos,ML_Clasico,21235.18,15000,3185.28,0
228,2026-01-29 07:00:00,Pre-Entreno Explosive,Suplementos,ML_Premium,22288.35,15000,6686.51,0
229,2026-01-22 09:00:00,Cinto de Cuero Gym,Accesorios,Instagram/Directo,22482.91,15000,0.0,0
230,2026-03-14 16:00:00,Creatina Monohidrato 300g,Creatinas,ML_Premium,25520.03,18000,7656.01,0
231,2026-01-08 23:00:00,Straps de Agarre,Accesorios,ML_Premium,6286.33,4500,1885.9,0
232,2026-03-14 10:00:00,Straps de Agarre,Accesorios,ML_Clasico,6617.29,4500,992.59,0
233,2026-02-27 20:00:00,Cinto de Cuero Gym,Accesorios,ML_Premium,21272.29,15000,6381.69,0
234,2026-02-22 17:00:00,Proteína Whey 1kg,Proteínas,ML_Clasico,37275.37,25000,5591.31,3500
235,2026-04-30 11:00:00,Creatina Micronizada 300g,Creatinas,ML_Premium,30372.84,21000,9111.85,3500
237,2026-03-14 09:00:00,Cinto de Cuero Gym,Accesorios,Instagram/Directo,22280.87,15000,0.0,0
238,2026-04-30 22:00:00,Shaker Pro,Accesorios,ML_Clasico,4753.06,3500,712.96,0
239,2026-01-27 01:00:00,Proteína Whey 1kg,Proteínas,ML_Premium,33896.76,25000,10169.03,3500
240,2026-04-26 06:00:00,Creatina Micronizada 300g,Creatinas,ML_Premium,29733.08,21000,8919.92,0
241,2026-03-24 16:00:00,Creatina Monohidrato 300g,Creatinas,Instagram/Directo,26120.13,18000,0.0,0
242,2026-04-07 00:00:00,Creatina Monohidrato 500g,Creatinas,Instagram/Directo,38634.6,26000,0.0,3500
243,2026-01-16 22:00:00,Pre-Entreno Explosive,Suplementos,ML_Premium,22012.22,15000,6603.67,0
244,2026-01-16 13:00:00,Creatina Monohidrato 500g,Creatinas,Instagram/Directo,37040.25,26000,0.0,3500
245,2026-01-28 09:00:00,Glutamina 300g,Suplementos,ML_Clasico,19625.87,14000,2943.88,0
246,2026-01-04 10:00:00,Straps de Agarre,Accesorios,ML_Clasico,6489.17,4500,973.38,0
247,2026-03-09 04:00:00,Pre-Entreno Explosive,Suplementos,Instagram/Directo,22241.41,15000,0.0,0
248,2026-01-22 09:00:00,Shaker Pro,Accesorios,ML_Premium,5127.75,3500,1538.32,0
249,2026-03-22 15:00:00,Pre-Entreno Explosive,Suplementos,Instagram/Directo,21619.57,15000,0.0,0
250,2026-04-13 02:00:00,Creatina Monohidrato 300g,Creatinas,ML_Clasico,25727.59,18000,3859.14,0
251,2026-02-14 07:00:00,Proteína Isolate 1kg,Proteínas,Instagram/Directo,45032.89,32000,0.0,3500
252,2026-04-18 03:00:00,Aminoácidos BCAA 200g,Suplementos,Instagram/Directo,17123.36,12000,0.0,0
253,2026-02-23 18:00:00,Shaker Pro,Accesorios,Instagram/Directo,5072.53,3500,0.0,0
254,2026-02-24 18:00:00,Pre-Entreno Explosive,Suplementos,ML_Premium,22498.34,15000,6749.5,0
255,2026-04-02 10:00:00,Creatina Micronizada 300g,Creatinas,Instagram/Directo,30437.13,21000,0.0,3500
256,2026-01-18 09:00:00,Shaker Pro,Accesorios,ML_Clasico,4967.86,3500,745.18,0
257,2026-04-02 12:00:00,Straps de Agarre,Accesorios,ML_Clasico,6625.42,4500,993.81,0
258,2026-01-24 11:00:00,Proteína Vegana 900g,Proteínas,ML_Clasico,40408.9,28000,6061.34,3500
259,2026-04-25 14:00:00,Creatina Monohidrato 300g,Creatinas,Instagram/Directo,25698.37,18000,0.0,0
260,2026-01-20 15:00:00,Cinto de Cuero Gym,Accesorios,ML_Premium,21233.55,15000,6370.06,0
261,2026-04-26 15:00:00,Shaker Pro,Accesorios,ML_Clasico,4852.69,3500,727.9,0
